website,item_title,price,image_url,product_url,date
bestprice,Pokemon TCG: Holiday Calendar 2024 (POK858291),"58,00€",https://bbpcdn.pstatic.gr/bpimg38/d3C2q/1UHred_SX250Y250/1753960421/pokemon-tcg-holiday-calendar-2024.webp,"https://www.bestprice.gr/to/192953574/pokemon-tcg-holiday-calendar-2024.html?qo=pokemon+tcg&from=cat&ct=38pwLQ-4Cbdzh-eRicS,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG: Sv10.5 Black Bolt And White Flare - Unova Poster Collection (POK100401),"29,90€",https://bbpcdn.pstatic.gr/bpimg28/cZZBq/1UCIYs_SX250Y250/1752836996/pokemon-tcg-sv105-black-bolt-and-white-flare-unova-poster-collection.webp,"https://www.bestprice.gr/to/192090844/pokemon-tcg-sv10-5-black-bolt-and-white-flare-unova-poster-collection.html?qo=pokemon+tcg&from=cat&ct=iJhnm-1MqWvV-eNiy4,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG: Scarlet & Violet Black Bolt - Binder Collection,"45,00€",https://bbpcdn.pstatic.gr/bpimg60/d0Ssc/1UEi6j_SX250Y250/1753210351/pokemon-tcg-scarlet-violet-black-bolt-binder-collection.webp,"https://www.bestprice.gr/to/192301692/pokemon-tcg-scarlet-violet-black-bolt-binder-collection.html?qo=pokemon+tcg&from=cat&ct=70J2r-1AHoJa-eOh8c,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG Palkia VStar Legue Battle Deck,"44,99€",https://bbpcdn.pstatic.gr/bpimg4/cRFoU/1UuITi_SX250Y250/1750930052/pokemon-tcg-palkia-vstar-legue-battle-deck.webp,"https://www.bestprice.gr/to/190106564/pokemon-tcg-palkia-vstar-legue-battle-deck.html?qo=pokemon+tcg&from=cat&ct=32UqAe-4wsUxt-eE7mI,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG Scarlet & Violet Journey Together Sleeved Booster Pack (POK108295),"6,49€",https://bbpcdn.pstatic.gr/bpimg16/cCX3q/1UjwER_SX250Y250/1748261421/pokemon-tcg-scarlet-violet-journey-together-sleeved-booster-pack.webp,"https://www.bestprice.gr/to/186599504/pokemon-tcg-scarlet-violet-journey-together-sleeved-booster-pack.html?qo=pokemon+tcg&from=cat&ct=1LFpfC-3gVF1R-enRbI,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG: Σετ καρτών μάχης League Battle Deck Dragapult ex,"60,78€",https://bbpcdn.pstatic.gr/bpimg11/cqR4f/1Uc2XS_SX250Y250/1746478984/pokemon-tcg-set-kartwn-maxhs-league-battle-deck-dragapult-ex.webp,"https://www.bestprice.gr/to/183716555/pokemon-tcg-set-karton-machis-league-battle-deck-dragapult-ex.html?qo=pokemon+tcg&from=cat&ct=IrPPN-2duKMT-eawmz,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG: Ampharos Ex Battle Deck (POK852282 Ampharos),"22,98€",https://bbpcdn.pstatic.gr/bpimg32/ceSE8/1TVoTA_SX250Y250/1742511710/pokemon-tcg-ampharos-ex-battle-deck.webp,"https://www.bestprice.gr/to/180862688/pokemon-tcg-ampharos-ex-battle-deck.html?qo=pokemon+tcg&from=cat&ct=5eROtv-1cjqdS-dVjC8,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG - 2024 Premier Ball Tin - POK858840,"17,99€",https://bbpcdn.pstatic.gr/bpimg15/c9i5p/1TPLGO_SX250Y250/1741169362/pokemon-tcg-2024-premier-ball-tin-pok858840.webp,"https://www.bestprice.gr/to/179530511/pokemon-tcg-2024-premier-ball-tin-pok858840.html?qo=pokemon+tcg&from=cat&ct=1F2kbX-39JQlF-dP9zb,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG Premium Collection Iono's Bellibolt *English Version*,"52,90€",https://bbpcdn.pstatic.gr/bpimg14/c9iX4/1TPMnX_SX250Y250/1741172037/pokemon-tcg-premium-collection-ionos-bellibolt-english-version.webp,"https://www.bestprice.gr/to/179533838/pokemon-tcg-premium-collection-ionos-bellibolt-english-version.html?qo=pokemon+tcg&from=cat&ct=302jCh-4sJQHq-dPauC,g5gDJBnoEKL",20/08/2025
bestprice,Pokemon TCG - Scarlet & Violet Booster,"5,69€",https://bbpcdn.pstatic.gr/bpimg14/cb7OK/1TRZAz_SX250Y250/1741699447/pokemon-tcg-scarlet-violet-booster.webp,"https://www.bestprice.gr/to/179967694/pokemon-tcg-scarlet-violet-booster.html?qo=pokemon+tcg&from=cat&ct=3dM0ro-4Gxy3t-dRb1y,g5gDJBnoEKL",20/08/2025
