website,item_title,price,image_url,product_url,date
bestprice,Pokemon TCG: Origin Forme Palkia VSTAR League Battle Deck,"32,90€",https://bbpcdn.pstatic.gr/bpimg54/a6T0G/1RJO1C_SX250Y250/1710195700/pokemon-tcg-origin-forme-palkia-vstar-league-battle-deck.webp,"https://www.bestprice.gr/to/149404790/pokemon-tcg-origin-forme-palkia-vstar-league-battle-deck.html?qo=pokemon+tcg&from=cat&ct=ql8Sc-29Gmkj-bvFjO,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG Scarlet + Violet - Paradox Rift Booster Pack - 10 Cards (187-85725),"5,99€",https://bbpcdn.pstatic.gr/bpimg23/9UJcH/1Ry6hR_SX250Y250/1707405963/pokemon-tcg-scarlet-violet-paradox-rift-booster-pack-10-cards.webp,"https://www.bestprice.gr/to/146507159/pokemon-tcg-scarlet-plus-violet-paradox-rift-booster-pack-10-cards.html?qo=pokemon+tcg&from=cat&ct=3cB096-4TIMFm-bigpX,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG Gliscor DP36 Holo Rare Diamond & Pearl Black Star Blister Promo NM,"9,90€",https://bbpcdn.pstatic.gr/bpimg6/9B4HA/1RdMlB_SX250Y250/1702562755/pokemon-tcg-gliscor-dp36-holo-rare-diamond-pearl-black-star-blister-promo-nm.webp,"https://www.bestprice.gr/to/141823238/pokemon-tcg-gliscor-dp36-holo-rare-diamond-pearl-black-star-blister-promo-nm.html?qo=pokemon+tcg&from=cat&ct=4WWBmT-1akCly-aUzkC,hCdNlIDRpC1",21/08/2025
bestprice,POKEMON TCG: SCARLET VIOLET BOOSTER - POK853241,"5,27€",https://bbpcdn.pstatic.gr/bpimg14/apFW6/1S1Tm5_SX250Y250/1714506093/pokemon-tcg-scarlet-violet-booster-pok853241.webp,"https://www.bestprice.gr/to/153882766/pokemon-tcg-scarlet-violet-booster-pok853241.html?qo=pokemon+tcg&from=cat&ct=1HpAPb-3r7yae-bQpcK,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG: Σετ καρτών μάχης League Battle Deck Dragapult ex,"60,97€",https://bbpcdn.pstatic.gr/bpimg11/cqR4f/1Uc2XS_SX250Y250/1746478984/pokemon-tcg-set-kartwn-maxhs-league-battle-deck-dragapult-ex.webp,"https://www.bestprice.gr/to/183716555/pokemon-tcg-set-karton-machis-league-battle-deck-dragapult-ex.html?qo=pokemon+tcg&from=cat&ct=4yisfs-MSqg4-eawmz,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG - Battle Academy 2024 (POK855962),"35,51€",https://bbpcdn.pstatic.gr/bpimg59/c7KUH/1TNhgG_SX250Y250/1740575766/pokemon-tcg-battle-academy-2024.webp,"https://www.bestprice.gr/to/179164667/pokemon-tcg-battle-academy-2024.html?qo=pokemon+tcg&from=cat&ct=5gANwh-1uPH85-dNrVL,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG - Tapu Koko/Iron Leaves ex Battle Deck Display (POK858765),"17,60€",https://bbpcdn.pstatic.gr/bpimg5/bOEIt/1Tvs4t_SX250Y250/1736327389/pokemon-tcg-tapu-kokoiron-leaves-ex-battle-deck-display.webp,"https://www.bestprice.gr/to/174612613/pokemon-tcg-tapu-koko-iron-leaves-ex-battle-deck-display.html?qo=pokemon+tcg&from=cat&ct=3aJ1xl-4U2V9P-dsnud,hCdNlIDRpC1",21/08/2025
bestprice,POKEMON TCG: POKE BALL TIN 2024 (ΤΥΧΑΙΑ ΕΠΙΛΟΓΗ) - POK858840,"18,41€",https://bbpcdn.pstatic.gr/bpimg5/bUDit/1TSbDz_SX250Y250/1741745761/pokemon-tcg-poke-ball-tin-2024-pok858840.webp,"https://www.bestprice.gr/to/176037125/pokemon-tcg-poke-ball-tin-2024-pok858840.html?qo=pokemon+tcg&from=cat&ct=1uwdD2-3fUIVo-dyXc5,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG: Deluxe Battle Deck Quaquaval ex 290-85258,"24,50€",https://bbpcdn.pstatic.gr/bpimg55/bn8k7/1T2uAI_SX250Y250/1729425564/pokemon-tcg-deluxe-battle-deck-quaquaval-ex-290-85258.webp,"https://www.bestprice.gr/to/168053239/pokemon-tcg-deluxe-battle-deck-quaquaval-ex-290-85258.html?qo=pokemon+tcg&from=cat&ct=4zUyeM-Nk1k8-cW1rj,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon Tcg: Scarlet Violet Booster - Pok853241,"5,27€",https://bbpcdn.pstatic.gr/bpimg54/bug74/1T9AfD_SX250Y250/1731115617/pokemon-tcg-scarlet-violet-booster-pok853241.webp,"https://www.bestprice.gr/to/169751478/pokemon-tcg-scarlet-violet-booster-pok853241.html?qo=pokemon+tcg&from=cat&ct=2Xl01I-4Igpjj-d5Rbi,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG : Pokeball Tin 2024 (1τμχ),"19,99€",https://bbpcdn.pstatic.gr/bpimg23/bCKHR/1TgEsA_SX250Y250/1732800092/pokemon-tcg-pokeball-tin-2024.webp,"https://www.bestprice.gr/to/171775703/pokemon-tcg-pokeball-tin-2024.html?qo=pokemon+tcg&from=cat&ct=11UhBR-2L15cx-dffsn,hCdNlIDRpC1",21/08/2025
bestprice,Pokemon TCG - My First Battle: Charmander & Squirtle,"14,99€",https://bbpcdn.pstatic.gr/bpimg18/d3BVU/1UHred_SX250Y250/1753960421/pokemon-tcg-my-first-battle-charmander-squirtle.webp,"https://www.bestprice.gr/to/192953170/pokemon-tcg-my-first-battle-charmander-squirtle.html?qo=pokemon+tcg&from=cat&ct=xsvfX-2kblsq-eRi6a,hCdNlIDRpC1",21/08/2025
